Gene_Name	UniProtKB_ID	Ensembl_Protein_ID	A0218_6A	A0218_6B	A0218_4B	A0218_4A	A0218_8B	A0218_2A	A0218_2B	A0218_1A_WHIM16	A0218_8A	Adult_Colon_bRP_Elite_50	Adult_Rectum_bRP_Elite_84	Adult_Colon_Gel_Elite_51	A0218_1B	A0218_5A	A0218_5B	A0218_7B	A0218_7A	Adult_Rectum_Gel_Elite_63	A0218_3B	A0218_3A	A0232_6	A0232_4	A0232_5	A0232_2	A0232_3	A0218_9B	A0232_1	A0218_9A	A0218_10A	A0218_10B	
ENSP00000462751	-	-	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
FUT9	Q9Y231	ENSP00000302599	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FUT8	Q9BYC5,G3XAD2,G3V4A8,G3V5Z4,G3V509,G3V530,G3V443,G3V5E3	ENSP00000353910,ENSP00000378087,ENSP00000452597,ENSP00000345865,ENSP00000452433,ENSP00000451689,ENSP00000451577,ENSP00000351057,ENSP00000452105,ENSP00000452309,ENSP00000452147,ENSP00000378086,ENSP00000396770	3	0	0	3	0	4	0	3	3	0	1	0	0	2	0	0	2	0	0	4	4	6	4	2	5	0	3	3	0	0	
ENSP00000469487	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
CEP112	Q8N8E3,J3QL98,J3KSN4,F5GYE8,J3QQV3,J3QRD9,J3QSA5	ENSP00000442784,ENSP00000464597,ENSP00000320592,ENSP00000462567,ENSP00000440775,ENSP00000463445,ENSP00000463914,ENSP00000464164,ENSP00000376522,ENSP00000443711	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GHR	P10912,A0A087X0H5,A0A087X162,E7ES05,E9PCN7	ENSP00000483926,ENSP00000483403,ENSP00000479846,ENSP00000478291,ENSP00000482373,ENSP00000350335,ENSP00000442206,ENSP00000478332,ENSP00000230882,ENSP00000426739,ENSP00000422333,ENSP00000348621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
ATP5J2	P56134,C9JU26,E5RKA0	ENSP00000412149,ENSP00000407540,ENSP00000352890,ENSP00000292475,ENSP00000418197,ENSP00000377740,ENSP00000430398,ENSP00000444922	4	3	3	8	1	6	4	5	3	6	3	6	4	6	3	2	5	3	5	5	8	9	12	8	7	3	9	3	1	3	
GSTA5	Q7RTV2,A0A087WYQ6	ENSP00000360028,ENSP00000284562,ENSP00000482006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
RPE65	Q16518	ENSP00000262340	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	
UFC1	Q9Y3C8	ENSP00000356982	0	11	9	2	6	2	12	1	4	4	2	3	6	2	12	8	1	5	5	3	10	15	11	14	16	8	12	4	1	14	
GSTA2	P09210	ENSP00000420168	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	
MIF	P14174	ENSP00000215754,ENSP00000482779	67	62	72	84	61	76	46	73	180	58	63	20	50	102	65	32	57	10	49	49	230	150	184	156	155	89	152	91	70	72	
VTCN1	Q7Z7D3,A0A087X1M4,Q5T2L0	ENSP00000351899,ENSP00000358470,ENSP00000444724,ENSP00000328168,ENSP00000484316,ENSP00000358468	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	
ENSP00000470354	-	-	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
NLGN2	Q8NFZ4,I3L498	ENSP00000461168,ENSP00000305288,ENSP00000461092	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FBLN2	P98095,H7BXL0,C9JQS6,H7C1A3	ENSP00000384169,ENSP00000295760,ENSP00000420164,ENSP00000420042,ENSP00000295761,ENSP00000399224,ENSP00000445705	2	5	4	3	10	4	10	0	1	21	17	7	3	2	8	5	3	1	3	4	8	7	5	4	7	5	5	0	0	3	
FBLN1	P23142,B1AHL2,H7C1M6,B1AHM8,A0A0U1RRA4,B1AHM5,B1AHM6,B1AHM7,B1AHM9,B1AHN3	ENSP00000415289,ENSP00000404024,ENSP00000402963,ENSP00000385521,ENSP00000262722,ENSP00000331544,ENSP00000393812,ENSP00000342212,ENSP00000395329,ENSP00000414584,ENSP00000415160,ENSP00000401077,ENSP00000489422,ENSP00000396084,ENSP00000262723	34	1	3	49	2	51	0	22	51	97	62	118	0	55	2	1	31	55	0	46	47	55	51	42	43	0	44	38	43	0	
FBLN5	Q9UBX5,G3XA98,G3V2P8,G3V4U0,G3V3Y2,G3V329	ENSP00000267620,ENSP00000345008,ENSP00000451982,ENSP00000451002,ENSP00000451486,ENSP00000450787,ENSP00000450719	0	0	0	1	0	3	0	0	1	8	7	4	0	2	1	0	0	3	1	1	3	1	3	1	3	1	1	0	4	0	
DDX39B	Q13838,F6UJC5,A0A0G2JJL7,H0Y400,F6S4E6,F6QYI9,Q5STU3,H0YCC6,A0A0A0MT12,F6SXL5,F6TRA5,F6WLT2,A0A0G2JJZ9,F6U6E2,F6S2B7,A0A0G2JHN7,F6R6M7	ENSP00000431969,ENSP00000404228,ENSP00000400326,ENSP00000390999,ENSP00000393712,ENSP00000392644,ENSP00000437017,ENSP00000412286,ENSP00000413832,ENSP00000405489,ENSP00000392819,ENSP00000392922,ENSP00000409162,ENSP00000408908,ENSP00000409929,ENSP00000391580,ENSP00000402876,ENSP00000403593,ENSP00000434736,ENSP00000407647,ENSP00000404695,ENSP00000399030,ENSP00000391335,ENSP00000410915,ENSP00000395671,ENSP00000396930,ENSP00000396623,ENSP00000404735,ENSP00000388382,ENSP00000413149,ENSP00000405386,ENSP00000388776,ENSP00000406006,ENSP00000391070,ENSP00000433234,ENSP00000383149,ENSP00000383152,ENSP00000383151,ENSP00000373000,ENSP00000410112,ENSP00000414096,ENSP00000406085,ENSP00000395618,ENSP00000409290,ENSP00000411538,ENSP00000409810,ENSP00000411458,ENSP00000405374,ENSP00000409451,ENSP00000411371,ENSP00000411865,ENSP00000434615,ENSP00000407427,ENSP00000388880,ENSP00000387994,ENSP00000394160,ENSP00000396021,ENSP00000393172,ENSP00000410277,ENSP00000395058,ENSP00000399659,ENSP00000414984,ENSP00000408191,ENSP00000396885,ENSP00000402942,ENSP00000398492,ENSP00000408067,ENSP00000413793,ENSP00000431377,ENSP00000412609,ENSP00000406348,ENSP00000399542,ENSP00000415802,ENSP00000388243,ENSP00000416358,ENSP00000396559,ENSP00000405665,ENSP00000394491,ENSP00000406739,ENSP00000408832,ENSP00000406060,ENSP00000397591,ENSP00000396811,ENSP00000409602,ENSP00000436220,ENSP00000365347,ENSP00000416269,ENSP00000379475,ENSP00000406422,ENSP00000408000,ENSP00000399371,ENSP00000392672,ENSP00000410313,ENSP00000416350,ENSP00000405707,ENSP00000409426,ENSP00000393984,ENSP00000399841,ENSP00000405245,ENSP00000432296,ENSP00000394329,ENSP00000407419,ENSP00000391463,ENSP00000411853,ENSP00000387452,ENSP00000398978,ENSP00000407054,ENSP00000406096,ENSP00000416407,ENSP00000390562,ENSP00000405964,ENSP00000407519,ENSP00000394963,ENSP00000416843,ENSP00000395105,ENSP00000391441,ENSP00000433192,ENSP00000389350,ENSP00000398775,ENSP00000405560,ENSP00000411136,ENSP00000398190,ENSP00000411967,ENSP00000413576,ENSP00000403358,ENSP00000413790,ENSP00000406504,ENSP00000408609,ENSP00000391480,ENSP00000400556,ENSP00000414082,ENSP00000398274,ENSP00000393650,ENSP00000450155,ENSP00000446679,ENSP00000449425,ENSP00000447153,ENSP00000446923,ENSP00000449305,ENSP00000447003,ENSP00000448108,ENSP00000450248,ENSP00000446836,ENSP00000449135,ENSP00000449968,ENSP00000447330,ENSP00000447742,ENSP00000447206,ENSP00000449488,ENSP00000446667,ENSP00000448489,ENSP00000448214,ENSP00000450242,ENSP00000449046,ENSP00000447293,ENSP00000450363,ENSP00000448406,ENSP00000447369,ENSP00000448893,ENSP00000448395,ENSP00000446593,ENSP00000447216,ENSP00000447126,ENSP00000397074,ENSP00000412582,ENSP00000392669,ENSP00000400328,ENSP00000391946,ENSP00000447589	32	57	70	48	29	51	58	30	39	39	47	36	38	56	56	47	41	28	45	39	100	93	83	89	99	42	105	35	29	71	
DDX39A	O00148,K7EPJ3,K7EIL8,K7ENP6,K7EQN7,A0A0D9SEM9,K7EL56,K7EN69	ENSP00000322749,ENSP00000467862,ENSP00000242776,ENSP00000485838,ENSP00000467911,ENSP00000467411,ENSP00000466810,ENSP00000464801,ENSP00000465926,ENSP00000467040,ENSP00000392929,ENSP00000388769	1	4	5	4	2	8	7	4	5	5	0	2	5	3	5	2	2	1	3	3	8	8	13	6	9	4	9	5	1	7	
PARP15	Q460N3,B7ZL48,C9J7L3	ENSP00000417214,ENSP00000417785,ENSP00000308436,ENSP00000419488,ENSP00000443538	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NDUFC2-KCTD14	E9PQ53,A0A087WUM3,A0A087WY27,E9PRQ4	ENSP00000435967,ENSP00000432614,ENSP00000481472,ENSP00000478766	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DYNLT1	P63172,Q5VTU3,Q5VTU5	ENSP00000356055,ENSP00000356056,ENSP00000356052	2	5	4	1	2	2	2	0	0	2	3	4	2	0	2	2	1	1	2	1	3	3	4	4	3	3	4	0	1	3	
C2orf72	A6NCS6	ENSP00000362743	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
DYNLT3	P51808,A6NGJ0,F2Z328	ENSP00000367844,ENSP00000367841,ENSP00000402695	1	1	1	1	1	2	2	2	3	2	2	3	0	2	1	0	1	6	0	2	0	5	3	3	3	0	3	4	2	0	
STRAP	Q9Y3F4,H0YH33,F5H1G1	ENSP00000445693,ENSP00000025399,ENSP00000392270,ENSP00000445814,ENSP00000439761	18	28	24	28	21	25	23	14	10	21	29	8	18	20	27	15	14	6	22	17	27	41	29	43	38	12	37	11	11	13	
PXT1	Q8NFP0,A0A0C4DGV6	ENSP00000419944,ENSP00000480598,ENSP00000419662,ENSP00000444343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
CBFB	Q13951,J3KTD8,H3BSC0,J3KS23,J3KRT0	ENSP00000462273,ENSP00000290858,ENSP00000456637,ENSP00000415151,ENSP00000462932,ENSP00000462148	2	5	7	3	4	2	5	1	2	1	3	2	5	1	6	1	2	1	6	3	5	5	5	7	4	6	8	1	2	3	
RP11-82I10.1	-	ENSP00000453315,ENSP00000453507	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
IGKV2-24	A0A0C4DH68	ENSP00000419300,ENSP00000488087	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PLXND1	Q9Y4D7,H0YA64,H0YAM9,H0Y9D1,D6RH25,H0YAB2	ENSP00000317128,ENSP00000426162,ENSP00000426540,ENSP00000427696,ENSP00000423832,ENSP00000426241,ENSP00000376931	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	2	2	0	1	0	0	0	0	0	
IGKV6D-41	A0A0C4DH26	ENSP00000374806	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
UBL4A	P11441,F8WCT8,Q5HY81,F8WB70	ENSP00000358674,ENSP00000396237,ENSP00000358667,ENSP00000397223,ENSP00000486867	3	5	6	3	7	4	7	2	2	0	0	0	11	0	2	2	1	0	7	1	3	5	6	0	3	1	0	1	1	0	
ZNF233	A6NK53,K7EN46,K7ER86,K7EJE5,K7EJT0	ENSP00000468154,ENSP00000466781,ENSP00000465136,ENSP00000375820,ENSP00000465307,ENSP00000334957,ENSP00000444869,ENSP00000280305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
SCD5	Q86SK9	ENSP00000316329,ENSP00000273908,ENSP00000282709	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	
PEX11A	O75192,H0YMC7,H0YN61	ENSP00000453552,ENSP00000300056,ENSP00000453492,ENSP00000453878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PEX11B	O96011,H7C3V6	ENSP00000414018,ENSP00000358312,ENSP00000437510	5	16	10	5	7	4	15	3	6	0	0	0	9	3	8	10	5	0	7	4	14	16	17	10	15	6	11	4	4	10	
CGNL1	Q0VF96	ENSP00000281282	0	0	1	2	2	2	0	2	2	1	1	1	3	2	1	1	0	0	2	1	8	1	2	1	1	1	0	2	3	0	
SIGLEC10	Q96LC7,E9PL79,E9PJA1,E9PKV9	ENSP00000408387,ENSP00000342389,ENSP00000395475,ENSP00000431444,ENSP00000414324,ENSP00000389132,ENSP00000345243,ENSP00000435281,ENSP00000433838,ENSP00000396742,ENSP00000348646	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
GTF2F1	P35269,M0QXD6,M0R0R9,M0R0Z3	ENSP00000377969,ENSP00000469091,ENSP00000471403,ENSP00000471542,ENSP00000442766,ENSP00000437388,ENSP00000440284,ENSP00000392107	1	1	0	1	2	0	2	1	0	0	0	0	2	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	
PAFAH1B1	P43034,I3L384,I3L495,I3L3N5	ENSP00000461087,ENSP00000380378,ENSP00000460258,ENSP00000460591,ENSP00000380377,ENSP00000395628	18	20	14	17	22	19	16	10	15	30	47	31	18	11	17	17	11	20	12	19	36	35	38	29	34	14	33	18	13	16	
KIFC3	Q9BVG8,B7Z896,H3BNZ0,H3BMQ3,H3BTE9,H3BSN2,H3BTL6,H3BMJ1,H3BUC0,F5H3M2,A0A0C4DGM9,H3BV47,H3BMR0,H3BPE2,H3BTU1,H3BMZ5,H3BTN1,H3BRQ1	ENSP00000454659,ENSP00000368976,ENSP00000401696,ENSP00000457568,ENSP00000396399,ENSP00000442008,ENSP00000438805,ENSP00000444012,ENSP00000456239,ENSP00000458009,ENSP00000457232,ENSP00000457326,ENSP00000454493,ENSP00000457948,ENSP00000454501,ENSP00000457247,ENSP00000454403,ENSP00000456780,ENSP00000454615,ENSP00000454632,ENSP00000456402,ENSP00000455276,ENSP00000457144,ENSP00000456354,ENSP00000455067,ENSP00000444884	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PAFAH1B3	Q15102,M0QXS6,M0R389,M0QZT2,M0R323,M0R1K3	ENSP00000262890,ENSP00000471933,ENSP00000473065,ENSP00000470753,ENSP00000472950,ENSP00000469352,ENSP00000444935	6	13	10	5	8	15	14	14	7	3	3	9	14	8	12	10	6	12	6	6	26	25	21	22	23	8	19	8	8	9	
KIFC1	Q9BW19,A2AB20,A0A087X1W5	ENSP00000393963,ENSP00000409539,ENSP00000484508,ENSP00000407885,ENSP00000415907,ENSP00000363647,ENSP00000400323	0	3	4	0	4	0	3	0	0	0	0	0	1	0	2	2	0	0	3	0	3	4	5	2	3	2	2	0	0	2	
ENSP00000469939	-	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GH2	P01242,A0A087WXJ5	ENSP00000410618,ENSP00000394122,ENSP00000409294,ENSP00000333157,ENSP00000481086	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
C10orf120	Q5SQS8,H0Y758	ENSP00000410278,ENSP00000331012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
GTF2F2	P13984	ENSP00000340823	1	1	0	0	1	0	0	0	0	4	2	0	0	1	2	0	0	0	0	0	2	3	1	1	2	0	2	0	0	0	
ENSP00000469284	-	-	0	0	0	0	0	0	0	0	0	5	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
EVC	P57679,E9PCN4	ENSP00000264956,ENSP00000426774,ENSP00000372120	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
C10orf129	-	ENSP00000438774,ENSP00000400368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
C10orf128	Q5T292,G3V182,A0A0A0MRR9,Q5T290	ENSP00000432859,ENSP00000363268,ENSP00000417246,ENSP00000395067,ENSP00000363263,ENSP00000363266,ENSP00000363264	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
SFN	P31947	ENSP00000340989,ENSP00000445361	4	30	38	10	50	13	29	6	7	21	32	29	23	6	29	31	19	32	16	4	28	30	22	31	27	20	32	2	1	27	
CYLD	Q9NQC7,J3QKR2,J3KRR7,I3L117,H3BS09,H3BTB8,H3BSW9,H3BPZ5	ENSP00000457108,ENSP00000457576,ENSP00000308928,ENSP00000454515,ENSP00000462134,ENSP00000456912,ENSP00000455535,ENSP00000381574,ENSP00000392025,ENSP00000456488,ENSP00000463197,ENSP00000458507,ENSP00000457817,ENSP00000445447	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FAM157A	-	ENSP00000396627	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
SYNPO2	Q9UMS6,B4E258,H0Y9Y3	ENSP00000412623,ENSP00000425496,ENSP00000390965,ENSP00000484885,ENSP00000306015,ENSP00000395143	0	1	1	0	1	0	0	0	0	394	388	631	0	0	0	0	20	422	0	0	0	1	1	0	0	1	1	0	0	1	
ACTB	P60709,G5E9R0,C9JZR7,E7EVS6,C9JTX5,C9JUM1	ENSP00000401032,ENSP00000399487,ENSP00000393951,ENSP00000407473,ENSP00000349960,ENSP00000409264,ENSP00000414839,ENSP00000438481,ENSP00000440549,LRG_132_t1_p1	525	1341	1011	1139	846	554	361	207	1214	12	4	1	249	1309	828	1203	875	0	511	376	1753	921	1247	1163	971	829	1080	467	922	728	
TRBV12-4	A0A0B4J2E0	ENSP00000480999,ENSP00000488855,ENSP00000456681	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
STARD10	Q9Y365,F5GY42,F5GY11,H0YH17,H0YGA9,H0YGN8,A0A087WXR2,H0YFF3,F5GWK5,F5H3G8,F5H8G1,F5H8H3,F5H1Z6,F5H0V7,F5H5A8,F5GY07	ENSP00000445708,ENSP00000438792,ENSP00000335247,ENSP00000440016,ENSP00000443548,ENSP00000438357,ENSP00000445657,ENSP00000442414,ENSP00000444027,ENSP00000443597,ENSP00000445886,ENSP00000441589,ENSP00000440924,ENSP00000443523,ENSP00000438924,ENSP00000440302,ENSP00000481224	7	0	0	11	1	11	1	11	7	5	7	6	1	11	1	0	12	4	2	9	5	9	8	5	9	0	8	4	5	1	
TOMM5	Q8N4H5,H0YFG9,F8W8Z9	ENSP00000438585,ENSP00000367004,ENSP00000313584,ENSP00000384411,ENSP00000438204	0	1	1	0	1	0	1	0	0	1	2	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	
STARD13	Q9Y3M8,H3BUW7,H3BRG5	ENSP00000338785,ENSP00000255486,ENSP00000382300,ENSP00000456233,ENSP00000457840,ENSP00000382299	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	
HSPB7	Q9UBY9,Q8N241,C9J5A3,D3YTC6	ENSP00000391578,ENSP00000310111,ENSP00000364870,ENSP00000417966,ENSP00000419477,ENSP00000385472,ENSP00000364866,ENSP00000445013	1	0	0	0	0	0	0	0	0	6	64	25	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	
PROS1	P07225,G5E9F8,C9K0R0,H7BXT0	ENSP00000377783,ENSP00000385794,ENSP00000330021,ENSP00000419616	0	0	0	0	0	0	0	0	0	11	2	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PEX14	O75381,K7EK59	ENSP00000349016,ENSP00000465473,ENSP00000444877	2	0	1	1	3	0	1	0	1	3	3	1	1	0	1	0	0	0	0	0	2	3	3	2	2	2	2	0	1	0	
RP11-411B6.6	-	ENSP00000455597,ENSP00000455090,ENSP00000456832,ENSP00000456355,ENSP00000456407	1	2	3	0	2	0	1	0	2	0	0	0	2	2	1	1	3	0	1	1	3	4	4	5	4	2	3	1	3	3	
TEX2	Q8IWB9,J3QKY0,J3KRY2,J3KRZ8,A0A087WVA8	ENSP00000258991,ENSP00000462665,ENSP00000463001,ENSP00000462230,ENSP00000463286,ENSP00000462210,ENSP00000479308	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ARHGEF10L	Q9HCE6,Q5VXI4	ENSP00000355060,ENSP00000364564,ENSP00000364557,ENSP00000167825,ENSP00000399401,ENSP00000394621,ENSP00000364569,ENSP00000413858	0	1	1	0	2	0	2	1	0	2	1	0	2	0	1	0	4	0	1	0	1	1	0	0	1	0	2	0	0	0	
NCKAP5L	Q9HCH0,H7C1V4	ENSP00000402619,ENSP00000337998,ENSP00000346405	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	
MT1X	P80297,U3KQD7	ENSP00000377995,ENSP00000475791,ENSP00000475537,ENSP00000457024	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ADAR	P55265,H0YCK3	ENSP00000357459,ENSP00000357456,ENSP00000431794,ENSP00000292205	12	65	75	21	51	18	75	7	14	10	15	4	51	17	75	42	7	4	51	19	83	68	66	75	81	36	92	13	9	55	
MT1M	Q8N339,H3BUC6	ENSP00000369146,ENSP00000457575	4	2	2	4	3	9	1	3	6	0	0	0	2	7	2	0	2	0	2	3	8	5	3	4	1	0	1	0	2	0	
HSFY2	-	ENSP00000340971,ENSP00000372303,ENSP00000306549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
ADAL	Q6DHV7,H3BQR9,H3BUD6	ENSP00000413074,ENSP00000374302,ENSP00000455907,ENSP00000456242,ENSP00000457591,ENSP00000398744,ENSP00000478575	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SF3A1	Q15459,F8WB66,H7C1L2,F8WC79	ENSP00000215793,ENSP00000412715,ENSP00000400862,ENSP00000397267,ENSP00000390336,ENSP00000438379	10	26	26	16	28	18	30	15	16	16	28	16	22	13	26	20	16	19	22	16	48	36	43	41	42	23	40	8	10	15	
SF3A2	Q15428,K7EMT0	ENSP00000221494,ENSP00000466634	1	5	5	2	6	6	10	2	2	2	1	3	2	3	6	4	2	2	2	1	8	7	8	10	9	2	11	1	0	6	
SF3A3	Q12874	ENSP00000362110,ENSP00000392027	7	13	20	8	14	13	20	4	8	15	12	11	12	8	20	10	9	9	9	6	22	16	11	17	15	10	22	5	7	12	
ZNF823	P16415,K7EN93,C9JU45,C9J2N8	ENSP00000340683,ENSP00000410654,ENSP00000466840,ENSP00000387514	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TNKS2	Q9H2K2	ENSP00000360689	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSP00000468880	-	-	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ENSP00000468882	-	-	0	0	0	0	0	0	0	0	0	37	49	34	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	
ZNF185	O15231,H0Y704,H7BZT5,H7C1R1	ENSP00000359291,ENSP00000391272,ENSP00000359293,ENSP00000409121,ENSP00000401766,ENSP00000392984,ENSP00000312782,ENSP00000395228,ENSP00000444367,ENSP00000313919,ENSP00000440847,ENSP00000325307,ENSP00000413924,ENSP00000441414,ENSP00000404895	2	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	1	2	0	0	0	
ZNF184	Q99676	ENSP00000366636,ENSP00000211936,ENSP00000341552,ENSP00000445231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ZNF181	Q2M3W8,M0R074,F8W889,M0R1Q2,M0R361	ENSP00000472046,ENSP00000376065,ENSP00000473016,ENSP00000471063,ENSP00000419435,ENSP00000420727,ENSP00000393900	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
ZNF189	O75820,A0A087X0K2	ENSP00000363995,ENSP00000342019,ENSP00000259395,ENSP00000483461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
ALYREF	E9PB61	ENSP00000421592,ENSP00000331817	3	14	19	8	11	10	21	5	5	7	19	10	13	11	22	9	5	9	6	9	23	16	18	18	18	12	24	6	2	21	
TIFA	Q96CG3	ENSP00000354911,ENSP00000424231,ENSP00000388946	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
ZNF25	P17030	ENSP00000302222,ENSP00000363764	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ZNF24	P17028,K7EQP8,K7EPL1,K7EPZ8	ENSP00000261332,ENSP00000467655,ENSP00000382015,ENSP00000467432,ENSP00000467608,ENSP00000467924	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	
MRE11A	P49959,F5H256,F8W7U8,F5H742,F5GXT0	ENSP00000325863,ENSP00000385614,ENSP00000326094,ENSP00000376933,ENSP00000440986,ENSP00000439511,ENSP00000442809,LRG_85_t1_p1	3	10	8	7	5	7	8	5	4	4	8	0	7	3	7	6	4	2	7	8	10	13	13	8	10	7	11	4	2	3	
ZNF22	P17026	ENSP00000298299	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BLVRB	P30043,M0QZL1,M0R192	ENSP00000471720,ENSP00000263368,ENSP00000470619	25	9	15	43	5	52	13	23	45	53	53	45	4	58	12	8	23	39	4	43	61	46	48	50	54	8	41	33	26	9	
